Campaign name,Day,Ad Group,Ad,utm_campaign,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Result value type,Results ROAS,Website purchase ROAS (return on advertising spend),Reporting starts,Reporting ends
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-04,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,18,19,1.06,,,,0.12,,,,2,0.06,6.32,10.53,,,,2025-12-04,2025-12-04
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-04,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,1242,1295,1.04,,,,2.9,,,,29,0.1,2.24,2.24,,,,2025-12-04,2025-12-04
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-04,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange",orange_static,,ad,69,77,1.12,,,,2.2,,,,5,0.44,28.57,6.49,,,,2025-12-04,2025-12-04
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-04,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange",orange_static,,ad,41,44,1.07,,,,1.93,,,,1,1.93,43.86,2.27,,,,2025-12-04,2025-12-04
"Black Static Ads, Free Rolls, Broad Targeting",2025-12-04,"Website Conversions, 50% Offer, 48 rolls","12 Free, 48 roll, Static image, Black",black_static,,ad,188,220,1.17,,,,4.79,,,,12,0.4,21.77,5.45,,,,2025-12-04,2025-12-04
"Carousel, Orange Hero, 50% Off, 3x Audiences",2025-12-05,"Maximise Conversions, Mobile","Carousel, Auto, Single Image",orange_carousel,,ad,166,204,1.23,,Website purchases,1,4.64,4.64,,,1,4.64,22.75,0.49,,,,2025-12-05,2025-12-05
"Original 50% Off, Broad Targeting",2025-12-05,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,92,101,1.1,,,,2.89,,,,3,0.96,28.61,2.97,,,,2025-12-05,2025-12-05
"Original 50% Off, Broad Targeting",2025-12-05,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,83,101,1.22,,,,2.89,,,,5,0.58,28.61,4.95,,,,2025-12-05,2025-12-05
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-05,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,1014,1070,1.06,,,,3.06,,,,27,0.11,2.86,2.52,,,,2025-12-05,2025-12-05
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-05,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange",orange_static,,ad,124,139,1.12,,Website purchases,1,4.79,4.79,,,5,0.96,34.46,3.6,Website purchases conversion value,4.17,4.17,2025-12-05,2025-12-05
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-05,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange",orange_static,,ad,14,15,1.07,,,,0.26,,,,0,0,17.33,0,,,,2025-12-05,2025-12-05
"Black Static Ads, Free Rolls, Broad Targeting",2025-12-05,"Website Conversions, 50% Offer, 48 rolls","12 Free, 48 roll, Static image, Black",black_static,,ad,132,153,1.16,,,,4.11,,,,2,2.06,26.86,1.31,,,,2025-12-05,2025-12-05
"Carousel, Orange Hero, 50% Off, 3x Audiences",2025-12-06,"Maximise Conversions, Mobile","Carousel, Auto, Single Image",orange_carousel,,ad,157,196,1.25,,,,4.56,,,,1,4.56,23.27,0.51,,,,2025-12-06,2025-12-06
"Original 50% Off, Broad Targeting",2025-12-06,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,37,50,1.35,,,,1.48,,,,2,0.74,29.6,4,,,,2025-12-06,2025-12-06
"Original 50% Off, Broad Targeting",2025-12-06,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,24,27,1.13,,,,0.76,,,,5,0.15,28.15,18.52,,,,2025-12-06,2025-12-06
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-06,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,2,2,1,,,,0,,,,0,0,0,0,,,,2025-12-06,2025-12-06
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-06,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,912,950,1.04,,,,2.78,,,,33,0.08,2.93,3.47,,,,2025-12-06,2025-12-06
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-06,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange",orange_static,,ad,68,74,1.09,,,,2.52,,,,0,0,34.05,0,,,,2025-12-06,2025-12-06
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-06,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange",orange_static,,ad,1,1,1,,,,0.01,,,,0,0,10,0,,,,2025-12-06,2025-12-06
"Black Static Ads, Free Rolls, Broad Targeting",2025-12-06,"Website Conversions, 50% Offer, 48 rolls","12 Free, 48 roll, Static image, Black",black_static,,ad,158,165,1.04,,,,3.77,,,,15,0.25,22.85,9.09,,,,2025-12-06,2025-12-06
"Carousel, Orange Hero, 50% Off, 3x Audiences",2025-12-07,"Maximise Conversions, Mobile","Carousel, Auto, Single Image",orange_carousel,,ad,178,220,1.24,,Website purchases,1,7.63,7.63,,,7,1.09,34.68,3.18,Website purchases conversion value,2.62,2.62,2025-12-07,2025-12-07
"Original 50% Off, Broad Targeting",2025-12-07,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,143,166,1.16,,,,5.48,,,,3,1.83,33.01,1.81,,,,2025-12-07,2025-12-07
"Original 50% Off, Broad Targeting",2025-12-07,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,71,78,1.1,,Website purchases,1,2.36,2.36,,,2,1.18,30.26,2.56,Website purchases conversion value,8.47,8.47,2025-12-07,2025-12-07
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-07,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,1279,1341,1.05,,,,3.63,,,,38,0.1,2.71,2.83,,,,2025-12-07,2025-12-07
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-07,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange",orange_static,,ad,144,159,1.1,,,,7.09,,,,4,1.77,44.59,2.52,,,,2025-12-07,2025-12-07
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-07,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange",orange_static,,ad,9,10,1.11,,,,0.8,,,,2,0.4,80,20,,,,2025-12-07,2025-12-07
"Black Static Ads, Free Rolls, Broad Targeting",2025-12-07,"Website Conversions, 50% Offer, 48 rolls","12 Free, 48 roll, Static image, Black",black_static,,ad,385,434,1.13,,Website purchases,2,8.06,4.03,,,35,0.23,18.57,8.06,Website purchases conversion value,4.96,4.96,2025-12-07,2025-12-07
"Carousel, Orange Hero, 50% Off, 3x Audiences",2025-12-08,"Maximise Conversions, Mobile","Carousel, Auto, Single Image",orange_carousel,,ad,154,201,1.31,,Website purchases,1,5.46,5.46,,,5,1.09,27.16,2.49,Website purchases conversion value,3.66,3.66,2025-12-08,2025-12-08
"Original 50% Off, Broad Targeting",2025-12-08,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,126,157,1.25,,,,4.67,,,,7,0.67,29.75,4.46,,,,2025-12-08,2025-12-08
"Original 50% Off, Broad Targeting",2025-12-08,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,44,50,1.14,,,,1.04,,,,0,0,20.8,0,,,,2025-12-08,2025-12-08
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-08,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,750,809,1.08,,,,2.14,,,,19,0.11,2.65,2.35,,,,2025-12-08,2025-12-08
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-08,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange",orange_static,,ad,113,128,1.13,,Website purchases,1,3.59,3.59,,,8,0.45,28.05,6.25,Website purchases conversion value,5.01,5.01,2025-12-08,2025-12-08
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-08,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange",orange_static,,ad,30,32,1.07,,Website purchases,2,1.89,0.95,,,6,0.32,59.06,18.75,Website purchases conversion value,21.15,21.15,2025-12-08,2025-12-08
"Black Static Ads, Free Rolls, Broad Targeting",2025-12-08,"Website Conversions, 50% Offer, 48 rolls","12 Free, 48 roll, Static image, Black",black_static,,ad,272,306,1.13,,Website purchases,1,4.5,4.5,,,18,0.25,14.71,5.88,,,,2025-12-08,2025-12-08
"Carousel, Orange Hero, 50% Off, 3x Audiences",2025-12-09,"Maximise Conversions, Mobile","Carousel, Auto, Single Image",orange_carousel,,ad,72,78,1.08,,,,2.35,,,,1,2.35,30.13,1.28,,,,2025-12-09,2025-12-09
"Original 50% Off, Broad Targeting",2025-12-09,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,423,523,1.24,,Website purchases,3,11.26,3.75,,,21,0.54,21.53,4.02,Website purchases conversion value,5.33,5.33,2025-12-09,2025-12-09
"Original 50% Off, Broad Targeting",2025-12-09,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,110,126,1.15,,Website purchases,1,2.43,2.43,,,3,0.81,19.29,2.38,Website purchases conversion value,4.11,4.11,2025-12-09,2025-12-09
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-09,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,713,752,1.05,,,,2.26,,,,21,0.11,3.01,2.79,,,,2025-12-09,2025-12-09
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-09,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange",orange_static,,ad,35,36,1.03,,,,1.77,,,,0,0,49.17,0,,,,2025-12-09,2025-12-09
"Orange Static Ads, 50% Off, Broad Targeting",2025-12-09,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange",orange_static,,ad,39,41,1.05,,,,1.07,,,,0,0,26.1,0,,,,2025-12-09,2025-12-09
"Black Static Ads, Free Rolls, Broad Targeting",2025-12-09,"Website Conversions, 50% Offer, 48 rolls","12 Free, 48 roll, Static image, Black",black_static,,ad,148,161,1.09,,,,2.18,,,,8,0.27,13.54,4.97,,,,2025-12-09,2025-12-09
"Original 50% Off, Broad Targeting",2025-12-10,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,387,500,1.29,,Website purchases,2,12.25,6.13,,,13,0.94,24.5,2.6,Website purchases conversion value,3.26,3.26,2025-12-10,2025-12-10
"Original 50% Off, Broad Targeting",2025-12-10,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,290,356,1.23,,Website purchases,1,10.45,10.45,,,8,1.31,29.35,2.25,Website purchases conversion value,0.96,0.96,2025-12-10,2025-12-10
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-10,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,781,796,1.02,,,,2.47,,,,21,0.12,3.1,2.64,,,,2025-12-10,2025-12-10
"Original 50% Off, Broad Targeting",2025-12-10,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,1,1,1,,,,0.03,,,,0,0,30,0,,,,2025-12-10,2025-12-10
"Original 50% Off, Broad Targeting",2025-12-11,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,155,175,1.13,,,,5.01,,,,5,1,28.63,2.86,,,,2025-12-11,2025-12-11
"Original 50% Off, Broad Targeting",2025-12-11,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,420,529,1.26,,,,17.36,,,,28,0.62,32.82,5.29,,,,2025-12-11,2025-12-11
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-11,"Website Conversions, Black Friday LPs, 48 rolls",Dani D'Silvez (48 rolls),,,ad,1,1,1,,,,0,,,,0,0,0,0,,,,2025-12-11,2025-12-11
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-11,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,676,703,1.04,,,,2.27,,,,28,0.08,3.23,3.98,,,,2025-12-11,2025-12-11
"Original 50% Off, Broad Targeting",2025-12-11,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,4,5,1.25,,,,0.14,,,,0,0,28,0,,,,2025-12-11,2025-12-11
Ultra Low Price,2025-12-11,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,219,236,1.08,,,,5.19,,,,10,0.52,21.99,4.24,,,,2025-12-11,2025-12-11
"Original 50% Off, Broad Targeting",2025-12-12,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,50,58,1.16,,,,2.28,,,,0,0,39.31,0,,,,2025-12-12,2025-12-12
"Original 50% Off, Broad Targeting",2025-12-12,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,470,587,1.25,,,,16.06,,,,19,0.85,27.36,3.24,,,,2025-12-12,2025-12-12
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-12,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,3,3,1,,,,0.01,,,,0,0,3.33,0,,,,2025-12-12,2025-12-12
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-12,"Website Conversions, Black Friday LPs, 24 rolls",Russell Peace Outdoors (24 rolls),,,ad,1,1,1,,,,0,,,,0,0,0,0,,,,2025-12-12,2025-12-12
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-12,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,816,840,1.03,,,,2.28,,,,23,0.1,2.71,2.74,,,,2025-12-12,2025-12-12
"Original 50% Off, Broad Targeting",2025-12-12,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,1,1,1,,,,0.03,,,,0,0,30,0,,,,2025-12-12,2025-12-12
Ultra Low Price,2025-12-12,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,303,333,1.1,,,,8.41,,,,12,0.7,25.26,3.6,,,,2025-12-12,2025-12-12
"Original 50% Off, Broad Targeting",2025-12-13,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,52,59,1.13,,,,2.75,,,,4,0.69,46.61,6.78,,,,2025-12-13,2025-12-13
"Original 50% Off, Broad Targeting",2025-12-13,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,365,451,1.24,,Website purchases,1,12.47,12.47,,,27,0.46,27.65,5.99,Website purchases conversion value,0.8,0.8,2025-12-13,2025-12-13
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-13,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,135,140,1.04,,,,0.62,,,,12,0.05,4.43,8.57,,,,2025-12-13,2025-12-13
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-13,"Website Conversions, Black Friday LPs, 48 rolls",Dani D'Silvez (48 rolls),,,ad,62,62,1,,,,0.03,,,,0,0,0.48,0,,,,2025-12-13,2025-12-13
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-13,"Website Conversions, Black Friday LPs, 24 rolls",Russell Peace Outdoors (24 rolls),,,ad,78,80,1.03,,,,0.28,,,,7,0.04,3.5,8.75,,,,2025-12-13,2025-12-13
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-13,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,488,493,1.01,,,,1.5,,,,12,0.13,3.04,2.43,,,,2025-12-13,2025-12-13
Ultra Low Price,2025-12-13,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,307,356,1.16,,,,9.31,,,,19,0.49,26.15,5.34,,,,2025-12-13,2025-12-13
"Original 50% Off, Broad Targeting",2025-12-14,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,50,62,1.24,,,,1.41,,,,5,0.28,22.74,8.06,,,,2025-12-14,2025-12-14
"Original 50% Off, Broad Targeting",2025-12-14,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,713,903,1.27,,,,20.37,,,,34,0.6,22.56,3.77,,,,2025-12-14,2025-12-14
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-14,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,450,466,1.04,,,,2.23,,,,45,0.05,4.79,9.66,,,,2025-12-14,2025-12-14
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-14,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,149,150,1.01,,,,0.56,,,,6,0.09,3.73,4,,,,2025-12-14,2025-12-14
"Original 50% Off, Broad Targeting",2025-12-14,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,7,8,1.14,,,,0.05,,,,0,0,6.25,0,,,,2025-12-14,2025-12-14
Ultra Low Price,2025-12-14,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,294,370,1.26,,Website purchases,1,12.47,12.47,,,20,0.62,33.7,5.41,Website purchases conversion value,1.8,1.8,2025-12-14,2025-12-14
"Original 50% Off, Broad Targeting",2025-12-15,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,206,264,1.28,,Website purchases,1,6.29,6.29,,,7,0.9,23.83,2.65,Website purchases conversion value,3.18,3.18,2025-12-15,2025-12-15
"Original 50% Off, Broad Targeting",2025-12-15,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,546,659,1.21,,,,13.09,,,,17,0.77,19.86,2.58,,,,2025-12-15,2025-12-15
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-15,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,520,527,1.01,,,,2.4,,,,48,0.05,4.55,9.11,,,,2025-12-15,2025-12-15
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-15,"Website Conversions, Black Friday LPs, 24 rolls",Danny Jennings (24 rolls),,,ad,4,4,1,,,,0,,,,0,0,0,0,,,,2025-12-15,2025-12-15
Ultra Low Price,2025-12-15,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,268,308,1.15,,,,8.17,,,,9,0.91,26.53,2.92,,,,2025-12-15,2025-12-15
"Original 50% Off, Broad Targeting",2025-12-16,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,269,339,1.26,,,,7.49,,,,6,1.25,22.09,1.77,,,,2025-12-16,2025-12-16
"Original 50% Off, Broad Targeting",2025-12-16,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,506,613,1.21,,Website purchases,4,15.45,3.86,,,22,0.7,25.2,3.59,Website purchases conversion value,3.79,3.79,2025-12-16,2025-12-16
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-16,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,559,561,1,,,,2.61,,,,48,0.05,4.65,8.56,,,,2025-12-16,2025-12-16
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-16,"Website Conversions, Black Friday LPs, 48 rolls",Max Taylor (48 rolls),,,ad,1,1,1,,,,0,,,,0,0,0,0,,,,2025-12-16,2025-12-16
"Original 50% Off, Broad Targeting",2025-12-16,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Beige LP",50% Original,,ad,3,3,1,,,,0.03,,,,0,0,10,0,,,,2025-12-16,2025-12-16
"Original 50% Off, Broad Targeting",2025-12-16,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,28,35,1.25,,,,0.63,,,,1,0.63,18,2.86,,,,2025-12-16,2025-12-16
Ultra Low Price,2025-12-16,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, Half Price",Ultra Low Price,,ad,7,9,1.29,,,,0.13,,,,1,0.13,14.44,11.11,,,,2025-12-16,2025-12-16
Ultra Low Price,2025-12-16,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,331,409,1.24,,,,9.18,,,,7,1.31,22.44,1.71,,,,2025-12-16,2025-12-16
"Original 50% Off, Broad Targeting",2025-12-17,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,316,385,1.22,,,,6.47,,,,7,0.92,16.81,1.82,,,,2025-12-17,2025-12-17
"Original 50% Off, Broad Targeting",2025-12-17,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,368,438,1.19,,,,10.46,,,,10,1.05,23.88,2.28,,,,2025-12-17,2025-12-17
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-17,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,449,459,1.02,,,,2.39,,,,42,0.06,5.21,9.15,,,,2025-12-17,2025-12-17
"Original 50% Off, Broad Targeting",2025-12-17,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Beige LP",50% Original,,ad,32,35,1.09,,,,0.81,,,,1,0.81,23.14,2.86,,,,2025-12-17,2025-12-17
"Original 50% Off, Broad Targeting",2025-12-17,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,37,39,1.05,,,,1.16,,,,1,1.16,29.74,2.56,,,,2025-12-17,2025-12-17
Ultra Low Price,2025-12-17,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,327,413,1.26,,,,11.68,,,,16,0.73,28.28,3.87,,,,2025-12-17,2025-12-17
"Original 50% Off, Broad Targeting",2025-12-18,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Orange LP",50% Original,,ad,1,1,1,,,,0.02,,,,1,0.02,20,100,,,,2025-12-18,2025-12-18
"Original 50% Off, Broad Targeting",2025-12-18,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,317,387,1.22,,,,8.15,,,,7,1.16,21.06,1.81,,,,2025-12-18,2025-12-18
"UGC, Black Friday LPs, 2x Audiences, Traffic",2025-12-18,"Website Conversions, Black Friday LPs, 48 rolls",Russel Peace Indoors (48 rolls),,,ad,552,570,1.03,,,,2.86,,,,55,0.05,5.02,9.65,,,,2025-12-18,2025-12-18
"Original 50% Off, Broad Targeting",2025-12-18,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Beige LP",50% Original,,ad,24,25,1.04,,,,0.82,,,,0,0,32.8,0,,,,2025-12-18,2025-12-18
"Original 50% Off, Broad Targeting",2025-12-18,"Website Conversions, 50% Offer, 48 rolls","Basic Ad, 48 roll, Static image, Beige LP",50% Original,,ad,315,409,1.3,,,,9.72,,,,14,0.69,23.77,3.42,,,,2025-12-18,2025-12-18
Ultra Low Price,2025-12-18,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, Half Price",Ultra Low Price,,ad,6,6,1,,,,0.13,,,,0,0,21.67,0,,,,2025-12-18,2025-12-18
Ultra Low Price,2025-12-18,"Beige, Ultra Low, Variant LP","Beige, Ultra Low, 50% Discount",Ultra Low Price,,ad,217,247,1.14,,,,6.63,,,,3,2.21,26.84,1.21,,,,2025-12-18,2025-12-18
"Original 50% Off, Broad Targeting",2025-12-19,"Website Conversions, 50% Offer, 24 rolls","Basic Ad, 24 roll, Static image, Orange LP",50% Original,,ad,7,7,1,,,,0.22,,,,0,0,31.43,0,,,,2025-12-19,2025-12-19
